2014-03-13 15:38:17	UE_Norge	Nyheter: Aurskog-Høland kommune er nest best i Norge http://t.co/6AkmECQGKu
2014-03-13 15:38:16	katarinahaukas	RT @TuvaRenholt: La oss be for streik i mai og juni
2014-03-13 15:38:15	Nett_No	317 ungdomar har søkt om å vere med i Havyard sitt sommarprogram i år. 40 prosent av desse er jenter. https://t.co/srqBIHuPF3
2014-03-13 15:38:13	MarinaNergaard	RT @mortenvikanes: Jeg er som oftest såpass oppegående, at jeg ikke trenger store bokstaver i stua for å skjønne at jeg er hjemme.
2014-03-13 15:38:13	moriahgrace25	I &lt;3 Rascal Flatts
2014-03-13 15:38:11	RealistenWenche	RT @utdanningsf: Større lønnsvekst i det private enn offentlige. Hvordan skal KS klare å rekruttere flinke folk med god utdanning? http://t…
2014-03-13 15:38:02	HerolindShala	Profilbygging og photoshoot med Mediateam i dag. Fra 23.mars lanserer jeg bildene vi tok med vår helt nye... http://t.co/aMV5uab21F
2014-03-13 15:38:02	AVeivaag	RT @Umulige_Julie: Jeg er så jævlig sliten og lei for tiden at koma i et par måneder ikke hadde gjort meg noenting
2014-03-13 15:38:02	BiebersCrew	RT @BiebeerCrew: @BiebersCrew i love ur account &lt;3
2014-03-13 15:37:58	pernillawiberg	RT @LarsElton: Aksel og Kjetil har vunnet alt det store i Super G i år. Gratulerer med 1 og 2 sammenlagt i cupen! http://t.co/0TdS3EpQbr
2014-03-13 15:37:57	bjarnekr	@klactoweed @yusufkadra @schish76 @alfholme  ja, uenig i at manglende ressurser skal møtes med bussing.
2014-03-13 15:37:48	lexi_can_i_	hello friends.
2014-03-13 15:37:47	annettejHa	RT @erunderveis: Den erobrede retten til å tale i forsamlinger kan ikke møtes med krav om at vi enten må tale m samme røst eller tie: 
2014-03-13 15:37:46	nievsyrneh	@snorrevalen i dette frie markedet kan kundene velge på øverste hylle; bli eller gå..de dumme blir da antagelig?
2014-03-13 15:37:44	LoneGrindal	RT @pernillegl: Alt hadde vært perfekt om de begynner å selge sånne i kantinen på skolen http://t.co/mqfEHmZRIY
2014-03-13 15:39:31	Hi_Kongsvinger	RT @frankingila: Flere og flere kommuner melder seg inn i @NILUS_2013 Har kommunen din lokalt utdanningssenter? Bli medlem da! http://t.co/…
2014-03-13 15:39:30	dagsoras	Skål "RT @SydOst: Dag Sørås kom seg trygt ned i stormen, og er klar for et utsolgt Sydøst i kveld!"
2014-03-13 15:39:29	AndrineLien	Jeg er i det humøret der jeg blir sur om mamma bare snakker med meg
2014-03-13 15:39:28	Gingerprinsessa	RT @Sjarmtrolleet: Kattunger er de fineste skapningene i hele verden
2014-03-13 15:39:26	NMFnytt	Bli medlem i Miljøvernforbundet! http://t.co/rm7RhJqb6U http://t.co/OnrMnMqelu
2014-03-13 15:39:23	Syrianytt	#Aftenposten Noen drepes trolig mens dette skrives, eller mens det leses.: I Syria drepes 242 mennesker... http://t.co/pwuaFNbKKg #Syria
2014-03-13 15:39:22	hegefr	RT @H_Svar: Takk, @olaugnilssen! Klokt &amp; viktig i @Aftenposten http://t.co/uCO9X4TG9D Trist at organisasjoner motarbeider sine svakeste.  #…
2014-03-13 15:39:22	andrinehd	RT @KaisaRokne: "Det er så tungt å sykle opp bakken! HVERTFALL i gir 21!" Gutt (7) "Hvorfor bytter du ikke da?" Gutt (også 7) "Gidder ikke."
2014-03-13 15:39:20	Hanne77	Adecco er opptatt av kvalitet i alle sine prosesser og det er i dag derfor en glede å kunne fortelle at vi er godkje…http://t.co/psYooKixgH
2014-03-13 15:39:19	TVfilter	@FilterMagasin ;) wrestling schmestling. Eneste konkurransen det er verdt å hevde seg i er scrapheap challenge  @TVMaury
2014-03-13 15:39:19	stoylus	RT @madeleinels: Norske elever har nå valgt at Operasjon Dagsverk 2014 skal gi jenter i Etiopia og Malawi frihet til å bestemme over eget l…
2014-03-13 15:39:14	ilsaggiolibro	I dieci consigli di Albert Einstein... &lt;3 http://t.co/L7pul0KH06
2014-03-13 15:39:14	Adhit_Dadali	@Evan_Ara i dunno
2014-03-13 15:39:13	_flaws_o	I try to understand.Tapi takkanlah everytime kan.
2014-03-13 15:39:08	elorvik81	RT @HaugSunnOps: Kl.1600, grå Nissan X Trial med reg.nr. AE11692 stjålet i Kopervik, Karmøy.  Observasjon av bilen meldes politiet på 02800
2014-03-13 21:32:25	BTHansen	RT @forsberg: Det må da være bedre for deg å få vite hvem som kommer til å sparke deg i skrittet enn at vi forbyr å sparke deg i skrittet.
2014-03-13 21:32:24	turpan83	RT @andersaas: Dama til @AndreasOksnes bør sørge for at han scorer hat-trick i kveld! Det har han fortjent. @StorhamarDragon
2014-03-13 21:32:24	TerjeSSkaarhaug	...det er ingenting som er finere enn å få lov til å "gå et stykke vei i livet" sammen med et menneske som har... http://t.co/K5ZVxJ3aFo
2014-03-13 21:32:23	carlsbj	RT @Torill_Talgo: Når alle andre er i mot #reservasjonsretten så må støtten fra Sverigedemokratene varme ekstra mye. #nrkdebatten
2014-03-13 21:32:23	batbukt	@lordbaard Jeg mener Bybanen skal være mest  mulig integrert i bykjernen og gå over Bryggen. Senere supplert med lokaltog mellom bydelene.
2014-03-13 21:32:23	hanna98t	RT @mathiildeholt: Er det noe jeg virkelig er flink til, så er det å presse inn "haha" i alt jeg skriver.
2014-03-13 21:32:22	tonjelubinski	Kveldstur i govære http://t.co/zvYApDhQXk
2014-03-13 21:32:22	yknaus	"Knausgård ligner faen ikke på en grunge-rocker" sier Tjønneland i en kommentar http://t.co/P04Sgttdu2
2014-03-13 21:32:22	RabikaSyed	I mean hadd hai yaar.
2014-03-13 21:32:21	CandeOlivieri2	@Louis_Tomlinson  I love you &lt;3 &lt;3
2014-03-13 21:32:20	ArneRams	RT @kristinclemet: @ArildGrande @Alltid_uansett Ok, men jeg mener at de viktigste tingene ikke er berørt, og at kontantstøtten i dag nesten…
2014-03-13 21:32:17	lovaticly5H	@TayyySwiftFan13 I dunno omg
2014-03-13 21:32:16	BeritRekve	Kvifor i alle dagar er det så viktig for media å framheva at ein narkotitiltala person er bestemor? For noko vås!
2014-03-13 21:32:15	Fantasy__Freak_	@SuperZeldaGirl I love it &lt;3
2014-03-13 21:33:09	jennynhagen	Koffor har guttene seng i garderoben på chilli og ikkje jentene
2014-03-13 21:33:08	OmgRumer	@HYPER_DIAMOND ha i guess &gt;.&lt;
2014-03-13 21:33:07	ensom_justdie	RT @kedaawg: I starten av forholdet: "Hva gjør du, kjæresten min?&lt;3" Når man har vært sammen en stund: "Hva faen driver du med egentlig?"
2014-03-13 21:33:04	JulieHole	Tror regjeringa er ekstra glade for at #nrkdebatt ikke varte lenger enn én time i kveld. Folket er fortsatt mot reservasjonsrett.
2014-03-13 21:33:04	HaraldNatvik	Spesiell melk de har på supern i Ottawa. Tok dette bildet før jeg tok meg et glass og følte meg ca 3.25 % fersk homo http://t.co/YIsHYl5lq3
2014-03-13 21:33:04	FuQQQx	i dunno
2014-03-13 21:33:04	thomastveit	@qpr89 Skjoldbæring test hadde ikkje jeg i B2 i fjor. Hva går den ut på?
2014-03-13 21:33:03	Eliemon	@ahbrakadabra Er du spik spenna gal!!! Prøvde å rydde i argumentene som kom i debatten, på spørsmål om å forstå d @CathRinePipp @AHuitfeldt
2014-03-13 21:33:03	noramafiakake	RT @trekkopp: Du tror kanskje jeg er fascinert over rumpa di og det har du helt rett i
2014-03-13 21:33:01	hannelillef	RT @Ruuddddddd: "Sto du opp på feil side av sengen i dag?" Eh nei for det er ikke mulig i det heletatt den er faktisk inntil veggen din dum…
2014-03-13 21:32:58	rogersolheim	@Bottolf_B Dette avgjøres i #EU som reviderer hvert 7.år. Fullt mulig å påvirke evt forberede seg på endring #Nordlys
2014-03-13 21:32:58	rita_dutchess	RT @amazonashley67: @MileyCyrus I &lt;3 #BANGERZ http://t.co/YinYhsBLLY
2014-03-13 21:32:58	noramafiakake	Steder i huset mitt hvor det er dårligst dekning: badet, spesielt på doen Steder jeg oppholder meg mest: badet, spesielt doen.
2014-03-13 21:32:57	tonjeG	RT @Torill_Talgo: Når alle andre er i mot #reservasjonsretten så må støtten fra Sverigedemokratene varme ekstra mye. #nrkdebatten
2014-03-13 21:32:57	MartinBjorset	RT @Megafonmannen: Det er umulig å ikke bli glad i det laget her. For en avslutning! Takk for i år! @RosenborgElite Nå må de med penger våk…
2014-03-14 06:12:54	GScheffelaar	I scored 2,758 in 01:06. http://t.co/KsgpR6C0lL
2014-03-14 06:12:51	orjanjo13	Var ikke vanskelig å stå opp 05.15 i dag! Trucken smilte når jeg kom på jobb #slutspel #dragons #allegutta
2014-03-14 06:12:50	tinovanmilt7	Vil ha sex med deg i flere timer
2014-03-14 06:17:08	Mohnitor	Økonom: Den store vekstkraften i norsk økonomi er borte - DN.no http://t.co/VbWQf3geVV
2014-03-14 06:17:04	keliassen	RT @ViLeverer: Mange utspekulerte syrere i flyktningeleirene som prøver å komme seg til Norge for å redde livet, noen er ikke en gang skutt…
2014-03-14 06:17:03	juliekjen	@piarnning farris smaker best etter en hard treningsøkt midt på sommer'n i solsteika!
2014-03-14 06:17:00	TormodSperstad	Nytt design for FB-sider: ny font, innlegg i postkort-format, og renere feed. #sosialemedier #sosmed #facebook #SoMe http://t.co/HJVO6frjtJ
2014-03-14 06:16:59	regnilubb	RT @krohntraaseth: #Kveldsrefleksj: fortalte jusstud om eneste kv rollemodell i næringslivet da jeg vokste opp,Tårnfrid,ingen visste hvem d…
2014-03-14 06:16:54	minfatuation	@cavata1993 i need more in fact &lt;33
2014-03-14 06:16:42	DvmonJvy	@_Reppin_Garcia_ I BETTER!
2014-03-14 06:16:21	lieolsen	løskattene i india og tanzania elsker meg!!!! kattunge hoppet på fanget mitt og kosekose&lt;333
2014-03-14 06:16:17	ChelseaMoreno	id rather be your n-i-g-g-a.
2014-03-14 06:16:16	driftertiesto	#FF----------i&gt; @_JustThapelo
2014-03-14 06:16:05	einardr	@LHafnor Fint innlegg du hadde i dagens Nordlys.
2014-03-14 06:15:59	pinkyyswear	Jeg er evig takknemlig for at psykologilæreren min alltid lar oss se film i siste time på fredager
2014-03-14 06:23:10	PentaVolvo	"Hei dere. Loffen min sitter liksom litt fast i brødristeren...." http://t.co/ZaX211HwVy
2014-03-14 06:23:09	AndreaNygaardOl	Når små søsknene dine følger etter deg å aldri lar deg være i fred. http://t.co/HJQehDCp0J
2014-03-14 06:23:08	baIletbutt	@jiahxng &lt;3 i dump jordan for u
2014-03-14 06:23:04	BudtPert	@ITavisen Google setter ned prisene på lagring i skyen. Skriv det
2014-03-14 06:22:56	lina_skijumping	RT @romoeren: Var vitne til tidenes snøproduksjon i dag! Vi snakker høyteknologi på lavt nivå! #harrachov #vinter… http://t.co/vPfXQSTE1F
2014-03-14 06:22:37	tollefmykleby	Ser ingen grunn til at IOC-skal bestemme byutviklingen i Oslo sier @vampus.  http://t.co/FFt5XZW6kT
2014-03-14 06:22:36	amaliejoh	RT @alohamad: Å bli kysset i nakken er noe av det beste jeg vet.
2014-03-14 06:22:30	synnelouisewith	RT @svensundet: Året er 1990, lille Ludvig er i Sør-Afrika og bare: erre herre er apartheid? Erre herre er apartheid??
2014-03-14 06:22:24	ordetsgud	RT @HelleChHagen: I dag er det et halvt år siden avslutningskonserten til Kaizers :(
2014-03-14 06:22:23	abergeba	«Jag har bott vid en «Twitter-konto» i hela mitt liv, (eller siden 2011) och sett människor komma och gå» #twitterlivet #OmskrivningMedToDo
2014-03-14 06:22:15	NoraImrik	RT @sykkeltraktor: Elsker når folk legger til navnet mitt i slutten av en setning, der blir så mye mer personlig
2014-03-14 06:22:14	anber97	RT @pernillegl: Alt hadde vært perfekt om de begynner å selge sånne i kantinen på skolen http://t.co/mqfEHmZRIY
2014-03-14 06:22:14	handyandy1996	Det er så lyst ute i dag at jeg var sikker på at jeg hadde forsovet meg i morges.
2014-03-14 06:22:13	RadioVikingo	Casa Canaria - Flott restaurant med kanariske retter i Puerto Rico. Alltid ferske råvarer og god service! http://t.co/yZ0OWqGmsV
2014-03-14 06:22:12	BudtPert	@ITavisen Egen selfie avdeling i Apple app butikken. Skriv det d!
2014-03-14 07:57:21	terjerp	@terjeeidsvaag @brumlebass bestemødre er som kjent ikke i stand til å pønske ut noe kriminelt...
2014-03-14 07:57:20	XOfficial_LeviX	RT @PetraTheHella: I can't even,... &lt;3 http://t.co/iXi2x1iW4R
2014-03-14 07:57:17	FUBforForeldre	Tirsdag er #Barnehagedagen2014. I dag får seks spente barn fra Kapellvn bhg overrekke sin egen grunnlov til Kongen! http://t.co/lmnPlOd1Mj
2014-03-14 07:57:08	AndersenStian	Enhver nordmann bør brette opp ermene, ta en runde med seg selv i ringen, for deretter å se livet i reprise! Har vi det godt? Støtt #unicef
2014-03-14 07:57:03	Procloud365	Bruk av Pi i #Excel #pidagen http://t.co/YKgzdZSLRO
2014-03-14 07:59:04	spindanger	Farvel til SV? SV får bare 2,8 prosent oppslutning på NRK meningsmåling i mars. #NRK_Politiskkvarter #SV #DN http://t.co/eHoUWDcNiT
2014-03-14 07:58:58	kortbeint	RT @saarkastisk: hvem i helvete forlater dette lille nurket her det er den søteste katten jeg har sett http://t.co/mewThkchxw
2014-03-14 07:58:56	OyvindRein	RT @agteien: Syria-konflikten har nå vart i tre år. – Barn tortureres, henrettes og utsettes for seksuelt misbruk | ABC Nyheter http://t.co…
2014-03-14 07:58:46	swejonzy	@golfdeskonline Vattentempen i Alicante i april?
2014-03-14 07:59:27	SaherS	RT @agteien: Syria-konflikten har nå vart i tre år. – Barn tortureres, henrettes og utsettes for seksuelt misbruk | ABC Nyheter http://t.co…
2014-03-14 07:59:26	Trav_sangeren	Skal si jeg ser fram i mot neste tannlegetime. Da skal nemlig den andre visdomstanna trekkes ut. Gleder meg veldig! #not
2014-03-14 07:59:23	siwheidi	RT @OyvindRein: ...kvinnen som har levd 16 år på flukt fra voldsdømt mann, har i flg Staten IKKE krav på voldsoffererstatning! HALLO @erna_…
2014-03-14 07:59:20	eskilbjo	Innrømmer at jeg nyter å se luftslottet Tottenham bli stadig flatere. Heia Sherwood. Moyes er jo Rinus Michels i forhold.
2014-03-14 07:59:20	jechstra	Døgnåpent bibliotek Spydeberg bibliotek skal nå igang med døgnåpent bibliotek. Bruker kan benytte lånerkort i... http://t.co/qXkzZcSx0Q
2014-03-14 07:59:18	trivselsagent	@chris_hovde Så bra, også bra at IKEA ledere "kommer ut". Mange har mye å lære av deres kultur. Dere har til nå holdt dere "inne i familien"
2014-03-14 07:59:17	Minervanett	Politikeres regulering og forhold til DnB skaper lignende situasjon som i USA før finanskrisen.Les @Kirkebirkeland på http://t.co/cKpNomNBOU
2014-03-14 07:59:17	kjeve70	RT @BTallmenningen: I dagens @btno etterlyser @hildesandvik Bergensdebatten http://t.co/1QihC6tfkF. Vi begynner så smått 7.april https://t.…
2014-03-14 07:59:16	pjodrbirk	RT @Robotbongo: *putter tissen i et pølsebrød* - hei gutter sjekk her a oløøøøø *faren til han ene døde i et pølsebrød, men de ser humoren …
2014-03-14 07:59:16	M3RCURYYY	@MamaTU_SUPREME :( I forgot. &lt;3
2014-03-14 07:59:16	caroceci78	Hva om alle tar med seg kasseroller og lokk, og går ut i gatene og protesterer? Latin-American style #cacerolazo   #reservasjonsrett
2014-03-14 07:59:15	esjorgen	RT @NRK_Sport: Gareth Bale om nivået i Spania: - Forskjellen er at alle lagene er gode. Alt handler om pasninger: http://t.co/ozNKZoAhqx #n…
2014-03-14 07:59:13	BasedJudas	hva i helvete vi har prøve i kroppsøving på tirsdag 60 sider vi har aldri lest sidene før eneste gangen vi skal lese dem er i dag hva faen
2014-03-14 07:59:12	nitasdahl	RT @girlindisguise: Jeg vil gjerne se litt mer av dette rørende fokuset på internasjonal kvinnekamp som Høyre-siden nå fronter omsatt i pra…
2014-03-14 07:59:08	1001ptsNO	Her får du ikke lov å kjøre i dag (nordlys.no) http://t.co/4tLPNgvwv5
2014-03-14 08:23:29	Tuftebarten	Tanken satt oppe på bokhylla og stelte fjærene. Den skulle nok fly ned og buste til håret til Vidar en 6-7 ganger til i løpet av dagen.
2014-03-14 08:23:29	SVMarcela	RT @SA_Pitter: Det norske forbudet mot proffboksing skal oppheves. Men skjer det i tide til Senterpartiets ekstraordinære landsmøte?
2014-03-14 08:23:28	IngerLiseBakken	RT @aWencheals: Hva er'e detta mjøle har gjort forno gæærnt a tru? Litt humor i hværdan alså. http://t.co/g9GEMxXzsV
2014-03-14 08:23:28	MoenPus	RT @kurdernesa: Roadtrip i Norge: - Unnskyld, hvor er jeg nå? - Bø. *Skvetter som faen* - Hva faen var vitsen med det a?
2014-03-14 08:23:25	svelle	RT @SA_Pitter: Det norske forbudet mot proffboksing skal oppheves. Men skjer det i tide til Senterpartiets ekstraordinære landsmøte?
2014-03-14 08:23:19	mariannmagga	Har vært publikum i #Finnmarksloepet langt til fjells. De brukte ca 2 t fra Neiden 1 og til Guohttevarri #NRKBjeff http://t.co/Bcer4d9htf
2014-03-14 08:23:16	geirskom	@jelarsen Nei, ikke lurt. Forteller om en leder i dyp fornektelse. Media er fortsatt bare "the message".
2014-03-14 08:23:14	WebforumNorge	Gode råd for å lykkes med sosiale medier på jobb fra Yvonne Fosser (HP) :Ikke tell alle idiotene i rommet (som Volbeat) #webforum #goderåd
2014-03-14 08:23:09	Hhelenemy	RT @alohamad: Å bli kysset i nakken er noe av det beste jeg vet.
